Soil-Type,ph,Remarks,EC,Remarks,C,Remarks,N,Remarks,P,Remarks,K,Remarks,S,Remarks,Zn,Remarks,B,Remarks,Fe,Remarks,Mn,Remarks,Cu,Remarks
Soil Type: Black soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil,7.70,Moderately alkaline,0.41,Normal,0.36,Low,--, ,47.00,Very High,739.00,Very High,--, ,0.41,Deficient,--, ,4.58,Sufficient,5.72,Sufficient,1.32,Sufficient
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil,8.10,Moderately alkaline,0.30,Normal,0.17,Very Low,--, ,47.00,Very High,739.00,Very High,--, ,0.42,Deficient,--, ,4.50,Deficient,5.76,Sufficient,1.48,Sufficient
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black cotton soil,7.40,Moderately alkaline,0.31,Normal,0.14,Very Low,--, ,33.00,High,820.00,Very High,--, ,0.48,Deficient,--, ,4.58,Sufficient,5.84,Sufficient,1.52,Sufficient
Soil Type: Black cotton soil
Soil Type: Black cotton soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.40,Moderately alkaline,0.23,Normal,0.38,Low,--, ,43.00,Very High,618.00,High,--, ,0.54,Deficient,--, ,4.45,Deficient,5.42,Sufficient,1.44,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.40,Moderately alkaline,0.29,Normal,0.34,Low,--, ,47.00,Very High,551.00,High,--, ,0.54,Deficient,--, ,4.56,Sufficient,5.90,Sufficient,1.44,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.30,Moderately alkaline,0.30,Normal,0.29,Low,--, ,43.00,Very High,793.00,Very High,--, ,0.50,Deficient,--, ,4.49,Deficient,5.98,Sufficient,1.52,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.20,Moderately alkaline,0.31,Normal,0.30,Low,--, ,45.00,Very High,282.00,Medium,--, ,0.46,Deficient,--, ,4.52,Sufficient,5.46,Sufficient,1.46,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.20,Moderately alkaline,0.31,Normal,0.30,Low,--, ,45.00,Very High,282.00,Medium,--, ,0.46,Deficient,--, ,4.52,Sufficient,5.46,Sufficient,1.46,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.40,Moderately alkaline,0.33,Normal,0.14,Very Low,--, ,49.00,Very High,605.00,High,--, ,0.40,Deficient,--, ,4.58,Sufficient,5.72,Sufficient,1.58,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.40,Moderately alkaline,0.30,Normal,0.15,Very Low,--, ,29.00,High,806.00,Very High,--, ,0.42,Deficient,--, ,4.48,Deficient,5.94,Sufficient,1.38,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.13,Moderately alkaline,0.17,Normal,0.20,Very Low,173.11,Low,15.90,Medium,628.54,High,3.50,Deficient,0.46,Deficient,2.59,Sufficient,5.23,Sufficient,17.68,Sufficient,4.56,Sufficient
Soil Type: Black soil,8.06,Moderately alkaline,0.12,Normal,0.13,Very Low,263.42,Low,14.27,Medium,431.09,High,2.63,Deficient,0.76,Sufficient,0.90,Sufficient,4.56,Sufficient,20.76,Sufficient,2.34,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.42,Moderately alkaline,0.24,Normal,0.88,High,139.24,Very Low,32.18,High,706.94,Very High,2.44,Deficient,0.45,Deficient,1.60,Sufficient,2.98,Deficient,18.87,Sufficient,4.21,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.12,Moderately alkaline,0.13,Normal,0.39,Low,446.57,Medium,23.22,Medium,530.88,High,4.07,Deficient,0.74,Sufficient,0.60,Sufficient,3.81,Deficient,18.38,Sufficient,2.41,Sufficient
Soil Type: Black soil
Soil Type: Black soil,7.69,Moderately alkaline,0.15,Normal,0.21,Very Low,401.41,Medium,14.75,Medium,427.73,High,4.07,Deficient,0.58,Deficient,0.90,Sufficient,4.56,Sufficient,16.34,Sufficient,3.41,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.09,Moderately alkaline,0.15,Normal,0.37,Low,396.39,Medium,17.90,Medium,443.97,High,1.13,Deficient,0.72,Sufficient,0.67,Sufficient,5.82,Sufficient,17.04,Sufficient,0.49,Sufficient
Soil Type: Black soil
Soil Type: Black soil,8.15,Moderately alkaline,0.21,Normal,0.20,Very Low,386.36,Medium,19.84,Medium,606.59,High,1.06,Deficient,0.69,Sufficient,0.45,Deficient,1.74,Deficient,16.08,Sufficient,1.37,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.68,Moderately alkaline,0.14,Normal,0.35,Low,274.71,Low,11.61,Medium,725.87,Very High,2.00,Deficient,0.74,Sufficient,0.60,Sufficient,2.64,Deficient,16.41,Sufficient,3.21,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.13,Moderately alkaline,0.31,Normal,0.22,Very Low,298.55,Medium,20.32,Medium,645.57,High,3.69,Deficient,0.52,Deficient,1.50,Sufficient,3.21,Deficient,17.61,Sufficient,3.21,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.01,Moderately alkaline,0.21,Normal,0.35,Low,260.92,Low,17.42,Medium,746.14,Very High,2.69,Deficient,0.68,Sufficient,1.80,Sufficient,5.89,Sufficient,14.21,Sufficient,1.04,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.64,Moderately alkaline,0.23,Normal,0.21,Very Low,1312.97,Very High,11.61,Medium,518.00,High,3.38,Deficient,0.37,Deficient,0.45,Deficient,1.69,Deficient,16.29,Sufficient,1.57,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.64,Moderately alkaline,0.23,Normal,0.21,Very Low,1312.97,Very High,11.61,Medium,518.00,High,3.38,Deficient,0.37,Deficient,0.45,Deficient,1.69,Deficient,16.29,Sufficient,1.57,Sufficient
Soil Type: Black soil,8.16,Moderately alkaline,0.26,Normal,0.20,Very Low,343.71,Medium,14.03,Medium,444.42,High,2.31,Deficient,0.24,Deficient,3.19,Sufficient,2.85,Deficient,14.38,Sufficient,2.46,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.63,Moderately alkaline,0.18,Normal,0.14,Very Low,348.72,Medium,12.82,Medium,474.54,High,3.88,Deficient,0.56,Deficient,4.09,Sufficient,3.67,Deficient,15.37,Sufficient,4.51,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.13,Moderately alkaline,0.34,Normal,0.12,Very Low,353.74,Medium,13.06,Medium,657.10,High,2.31,Deficient,0.43,Deficient,2.50,Sufficient,4.57,Sufficient,18.64,Sufficient,3.10,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.14,Moderately alkaline,0.27,Normal,0.63,Medium,237.08,Low,15.48,Medium,556.42,High,4.07,Deficient,0.63,Sufficient,0.62,Sufficient,2.89,Deficient,17.46,Sufficient,2.67,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.06,Moderately alkaline,0.26,Normal,0.89,High,210.74,Low,15.24,Medium,578.14,High,2.38,Deficient,0.74,Sufficient,1.30,Sufficient,3.65,Deficient,16.35,Sufficient,3.61,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.48,Moderately alkaline,0.28,Normal,0.80,High,148.02,Low,16.93,Medium,519.12,High,2.88,Deficient,0.68,Sufficient,0.14,Deficient,4.65,Sufficient,16.38,Sufficient,1.84,Sufficient
Soil Type: Black soil
Soil Type: Black soil,8.07,Moderately alkaline,0.17,Normal,0.85,High,135.48,Very Low,15.72,Medium,608.05,High,3.38,Deficient,0.41,Deficient,3.19,Sufficient,2.78,Deficient,17.46,Sufficient,2.40,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,8.17,Moderately alkaline,0.13,Normal,0.74,Medium,148.02,Low,20.81,Medium,563.58,High,2.13,Deficient,0.45,Deficient,1.30,Sufficient,5.40,Sufficient,2.90,Sufficient,4.24,Sufficient
Soil Type: Black soil
Soil Type: Black soil,8.03,Moderately alkaline,0.36,Normal,0.85,High,154.29,Low,17.90,Medium,731.25,Very High,4.07,Deficient,0.27,Deficient,2.20,Sufficient,1.25,Deficient,14.08,Sufficient,5.67,Sufficient
Soil Type: Black soil
Soil Type: Black soil
Soil Type: Black soil,7.39,Moderately alkaline,0.19,Normal,0.74,Medium,110.39,Very Low,17.90,Medium,607.94,High,2.56,Deficient,0.52,Deficient,1.60,Sufficient,1.95,Deficient,14.57,Sufficient,2.48,Sufficient
