District,Village Name
Osmanabad,Kemwadi 
Osmanabad,Ghatnandur 
Palghar,Sasane 
Palghar,Gandhare 
Palghar,Embur Airambi 
Palghar,Saware 
Parbhani,Chandaj 
Parbhani,kansur tanda 
Parbhani,Waghi (Dhanora) 
Parbhani,Aherwadi 
Parbhani,Pohandul 
Parbhani,Zari 
Parbhani,Kolhawadi 
Parbhani,Chamani 
Parbhani,Nila 
Parbhani,Tadkalas 
Parbhani,Niwali 
Parbhani,Jodparli 
Parbhani,Dudhgaon 
Parbhani,takalga 
Parbhani,Kansur 
Parbhani,Balsa bk. 
Parbhani,Borwand bk. 
Parbhani,Dagadchop 
Parbhani,Sarangapur 
Parbhani,Borgaon Jahagir 
Parbhani,Bhisegaon 
Parbhani,SIMANGAON BO 
Parbhani,Chatori 
Parbhani,Angalgaon 
Parbhani,Vadi 
Parbhani,Ambe takli 
Parbhani,Niwali Bk. 
Parbhani,Hadgaon Bk 
Parbhani,Mirzapur 
Parbhani,Bhosa 
Parbhani,Shelgaon Hatkar 
Parbhani,Korwadi 
Parbhani,Sonpeth 
Parbhani,Digras 
Parbhani,Satephal tarf kaulgaon 
Parbhani,Barbadi 
Parbhani,Lon kh. 
Parbhani,Mankeshwar[P.jintur] 
Parbhani,Tidi Pimpalgaon 
Parbhani,Wadgaon tarf bharaswad 
Parbhani,Kothala 
Parbhani,Zodgaon 
Parbhani,Mandwa 
Parbhani,Anandwadi 
Parbhani,Parbhani Town 
Parbhani,Pegargavhan 
Parbhani,Takli kumbhakarna 
Parbhani,Sawangi Bhamble 
Parbhani,Saikheda (jintur Circle) 
Parbhani,Mangrul Bk 
Parbhani,Umari 
Parbhani,Kawalgaon 
Parbhani,Pathargavhan Kh 
Parbhani,Itoli 
Parbhani,Mardasgaon 
Parbhani,Rudhi 
Parbhani,Devgaon (Nandgaon) 
Parbhani,Khujada 
Parbhani,Tad Borgaon 
Parbhani,Dutka 
Parbhani,Dhanewadi 
Parbhani,Manwath 
Parbhani,Somthana 
Parbhani,Tamaswadi 
Parbhani,Adgaon sugaon 
Parbhani,Kolapa 
Parbhani,Wazar Bk 
Parbhani,Pingali 
Parbhani,Rampuri Kh 
Parbhani,Sheikh Rajura 
Parbhani,Nandgaon Kh. 
Parbhani,Mandakhali 
Parbhani,Ravalgaon 
Parbhani,Wai tarf lasina 
Parbhani,Ithalapur Deshmukh 
Parbhani,renkapur 
Parbhani,Pathargavhan Bk 
Parbhani,Zola Phata 
Parbhani,Kawi 
Parbhani,Takli Bobade 
Parbhani,Walour 
Parbhani,Kasapuri 
Parbhani,Tarugavhan 
Parbhani,Dharasur 
Parbhani,Surpimpari 
Parbhani,Warkheda 
Parbhani,Pedgaon 
Parbhani,Bhogaon 
Parbhani,Jintur 
Parbhani,Ambarwadi 
Parbhani,Pathri 
Parbhani,Sawali 
Pune,Pimpalgaon Tarf Mahalunge 
Pune,Golegaon 
Pune,Punawale 
Pune,Nagadwadi 
Pune,Dhanore 
Pune,Sayagaon 
Pune,Bhosari 
Pune,Nhavi Sandas 
Pune,Mandvi Bk. 
Pune,Pimpalsuti 
Pune,Mudhale 
Pune,Khadaki 
Pune,Chandus 
Pune,Khangaon 
Pune,Pimpri Kh. 
Pune,MOSHI 
Pune,Narayangaon 
Pune,Khodad 
Pune,Jadhav Wadi 
Pune,Gotandi 
Pune,Shindewadi 
Pune,Sawatamalinagar 
Pune,Undavadi Kade Pathar 
Pune,Narodi 
Pune,Chikhali 
Pune,Shelgaon 
Pune,Sashte 
Pune,Kesnand 
Pune,Bawada 
Pune,Uralgaon 
Pune,Pimpalgaon Siddhanath 
Pune,Agoti No.2 
Pune,Pargaon Tarf Madh 
Pune,Jadhavwadi (Ranjani) (N.V.) 
Pune,Gonavadi 
Pune,Karawaghaj 
Pune,Nimgaon Ketki 
Pune,Wagholi 
Pune,Bhawadi 
Pune,Dapodi 
Pune,Lawale 
Pune,Nidhan 
Pune,Akole 
Pune,Talegaon Dhamdhere 
Pune,Nimgaon Tarf Mahalunge 
Pune,Amondi 
Pune,Pimpale Khalsa 
Pune,Hatwalan 
Pune,Ranjani 
Pune,Alandi Mhatobachi  
Pune,Kalamb 
Pune,Aundh Camp 
Pune,Yawat 
Pune,Kothurne 
Pune,Manjarewadi dharm 
Pune,Rajegaon 
Pune,Jategaon Bk. 
Pune,Darekarwadi 
Pune,Otur 
Pune,Nazarekade Pathar 
Pune,Karandi 
Pune,Kiwale 
Pune,Vadebholhai 
Pune,Patas 
Pune,Pargaon 
Pune,Pargaon Memane 
Pune,Korhale Bk 
Pune,Dhumalicha Mala 
Pune,Kalus 
Pune,Kurawali 
Pune,Kikavi 
Pune,Peth 
Pune,Ambavade 
Pune,Rahatwade 
Pune,Tilekarwadi 
Pune,Alandi Rural 
Pune,Katphal 
Pune,Pargaon Tarf Awasari Bk. 
Pune,Khanapur 
Pune,Nimgaon 
Pune,Hivare Tarf Narayangaon 
Pune,Late B.O 
Pune,Pargaon Salumalu 
Pune,Chincholi 
Pune,Marunji 
Pune,Undawadi 
Pune,Alegaon Paga 
Pune,Velhe Bk. 
Pune,Sultanpur 
Pune,Pargaon (mangrul) 
Pune,Rahu 
Pune,Babhulsar Kh. 
Pune,Malawali P.M 
Pune,Salwadi 
Pune,Mandaki 
Pune,Malthan 
Pune,Mahalunge Padawal 
Pune,Gar 
Pune,Deulgaon Raje 
Pune,Shindodi 
Pune,Sarafwadi 
Pune,Ballalwadi 
Pune,Khandobachiwadi 
Pune,Kusur 
Pune,Perane 
Pune,Ravadewadi 
Pune,Padali 
Pune,Tandali 
Pune,Kalewadi (nv) 
Pune,Lohogaon 
Pune,Chas 
Pune, Malawali P.m. 
Pune,Anthurne 
Pune,Warwand 
Pune,Kumbhargaon 
Pune,Parwadi 
Pune,Bhongvali 
Pune,Junnar 
Pune,Dhalewadi 
Pune,Nirvi 
Pune,Boratwadi 
Pune,Wade Bolhai 
Pune,Malad (baramati) 
Pune,Taratgaon 
Pune,Hadapsar ( Pune ) 
Pune,Sonori 
Pune,Kanase 
Pune,Sangamner 
Pune,Shetphal Haveli 
Pune,Kawathe 
Pune,Padasthal 
Pune,Jarkarwadi 
Pune,Waghale 
Pune,Padvi 
Pune,Nimdari 
Pune,Awasari 
Pune,Jategaon khurd 
Pune,Nimone 
Pune,Charholi BK 
Pune,Chandgude Wadi 
Pune,Pimpri Bk. 
Pune,Pimpali 
Pune,Waki Bk 
Pune,Ghodegaon 
Pune,Karanjawane 
Pune,Pimpalwandi 
Pune,Mangrul 
Pune,Palasdeo 
Pune,Chopadaj 
Pune,Shinoli 
Pune,Ambethan 
Pune,Kharade Wadi 
Pune,Giravi 
Pune,Kusegaon 
Pune,Tarangwadi 
Pune,Salumbare 
Pune,Chinchodi 
Pune,Mandavgan Farata 
Pune,pandhre 
Pune,Ozar 
Pune,Kandali 
Pune,Sardewadi 
Pune,Kedgaon 
Pune,Loni-kalbhor 
Pune,Veer 
Pune,Nandgaon 
Pune,Baburdi 
Pune,Dhekalvadi 
Pune,Lasurne 
Pune,Zaragadwadi 
Pune,Pimpalgaon Joga 
Pune,Dandwadi 
Pune,Yenere 
Pune,Dingore 
Pune,Dudulgaon 
Pune,Mawal 
Pune,Pimpri Pendhar 
Pune,Jambe 
Pune,Girim 
Pune,Pisurti 
Pune,Redani 
Pune,Loni Kalbhor 
Pune,Bhadawali 
Pune,Shirsuphal 
Pune,Netwad 
Pune,Udhat 
Pune,Gaud Dara 
Pune,Dhalewadi Tarf Minher 
Pune,Kangaon 
Pune,Pimpalgaon 
Pune,Boripardhi 
Pune,Ganegaon Khalsa 
Pune,Sadobachiwadi 
Pune,Umbraj 
Pune,Parinche 
Pune,Kodit Bk. 
Pune,Bhat Nimgaon 
Pune,Ambe Gavhan 
Pune,Male 
Pune,Supe 
Pune,Dalaj No.1 
Pune,Tannu 
Pune,Pisarve 
Pune,Gangapur Kh. 
Pune,Rakshewadi 
Pune,Vadgaon Kashimbeg 
Pune,Alandi Mhatobachi 
Pune,Varu 
Pune,Murti  
Pune,Koregaon Bhiwar 
Pune,Manjari Bk 
Pune,Awasari Kh 
Pune,Shelgaon 
Pune,Hingangaon(shindewadi) 
Pune,Shivali 
Pune,kanawade 
Pune,Gondi 
Pune,Kharadi 
Pune,Ganegaon Dumala 
Pune,Pandare 
Pune,Vadgaon Kandali 
Pune,Kalas 
Pune,Parodi 
Pune,Sakore 
Pune,Dive 
Pune ,Pimpali 
Raigarh,Nandvi 
Raigarh,Kurdus 
Raigarh,Gaulmal Dhanagarwada 
Raigarh,Karivane 
Raigarh,Aweti 
Ratnagiri,Ovali 
Ratnagiri,Ambavali Bk. 
Ratnagiri,Nivendi 
Ratnagiri,Nirbade 
Ratnagiri,Ambedu Bk. 
Ratnagiri,Rehabhagadi 
Ratnagiri,Khadpoli 
Sangli,Peth 
Sangli,Amanapur 
Sangli,Arwade 
Sangli,Khojanwadi 
Sangli,VITE 
Sangli,Rampur 
Sangli,Shindewadi 
Sangli,Yevlewadi 
Sangli,Salgare 
Sangli,Yelavi 
Sangli,Nerle 
Sangli,Muchandi 
Sangli,Balvadi Bhalvani 
Sangli,Arala 
Sangli,Yede Machchhindra 
Sangli,Shene 
Sangli,Kavathe Piran 
Sangli,Kavathe Mahankal 
Sangli,Kumbhari 
Sangli,Farnewadi(shigaon) 
Sangli,Nathavade 
Sangli,Galavewadi 
Sangli,Shirasgaon 
Sangli,Shivani 
Sangli,Biur 
Sangli,Dudhgaon 
Sangli,Nimsod 
Sangli,Burli 
Sangli,Bhatshirgaon 
Sangli,Julewadi 
Sangli,Bambavade 
Sangli,Sankh 
Sangli,Arag 
Sangli,Turchi 
Sangli,Lingnur 
Sangli,Kognoli 
Sangli,Yede Nipani 
Sangli,Chikhali 
Sangli,Saholi 
Sangli,Banali 
Sangli,Devrashtre 
Sangli,Mhaisal(s) 
Sangli,Dorli 
Sangli,Kanharwadi 
Sangli,Dhalewadi 
Sangli,Bamani 
Sangli,Shirala Kh. 
Sangli,Sanamadi 
Sangli,Shigaon 
Sangli,Karajangi 
Sangli,Kadegaon 
Sangli,Shindewadi(h) 
Sangli,Nevari 
Sangli,Hivtad 
Sangli,Tanang 
Sangli,Bahadurwadi 
Sangli,Bhikawadi Kh 
Sangli,Hubalwadi 
Sangli,Palus 
Sangli,Nagthane 
Sangli,Sagaon 
Sangli,Tondoli 
Sangli,Aitavade Kh 
Sangli,Miraj 
Sangli,Ingrul 
Sangli,Yedemachindra 
Sangli,Kasegaon 
Sangli,Raygaon 
Sangli,Ubalwadi 
Sangli,Rajewadi 
Sangli,Vejegaon 
Sangli,Nagewadi 
Sangli,Gotkhindi 
Sangli,Malvadi 
Sangli,Alate 
Sangli,Sakharale 
Sangli,Wakurde Kh 
Sangli,Dhavadwadi 
Sangli,Lengre 
Sangli,Tandulwadi 
Sangli,Vihapur 
Sangli,Bavchi 
Satara,Velu 
Satara,Mayani 
Satara,Helgaon 
Satara,Mhavashi 
Satara,Kathapur 
Satara,Aundh 
Satara,Surawadi 
Satara,Kelghar t medha 
Satara,Pimpode kh. 
Satara,Lodhavade 
Satara,Vadgaon (J.s.) 
Satara,Adarki Kh. 
Satara,Salpe 
Satara,Revalkarwadi 
Satara,Nimblak 
Satara,Adarki Bk. 
Satara,Apashinge 
Satara,Gharewadi 
Satara,Kiroli 
Satara,Dharpudi 
Satara,Dhom 
Satara,Katarkhatav 
Satara,Mirewadi 
Satara,Ner 
Satara,Satara 
Satara,Kapadgaon 
Satara,Bhosare 
Satara,Vadoli Nileshwar 
Satara,Khodshi 
Satara,Satalewadi (N.V.) 
Satara,Vanvasmachi 
Satara,Wai (Rural) 
Satara,Lohom 
Satara,Wagholi 
Satara,Godsewadi 
Satara,Vaduth 
Satara,Vaduj 
Satara,Pangarkhel 
Satara,Kapshi 
Satara,Kalvade 
Satara,Goregaon  (N) (Vangi) 
Satara,Wawarhire 
Satara,Banpethwadi 
Satara,Koparde Haveli 
Satara,Vidani 
Satara,Bavda 
Satara,Vechale 
Satara,Kasarshirambe 
Satara,Shendre 
Satara,Gove 
Satara,Karad (rural) 
Satara,Asawali 
Satara,Asale 
Satara,Talbid 
Satara,Somanthali 
Satara,Sakharwadi 
Satara,Mhasurne 
Satara,Kadegaon 
Satara,Jakhinwadi 
Satara,Ambawade s. koregaon 
Satara,Mhaswad 
Satara,Koregaon 
Satara,Veloshi 
Satara,Saskal 
Satara,Naikachiwadi 
Satara,Revalkarwadia 
Satara,Khamgaon 
Satara,Dhuldev 
Satara,Tambave 
Satara,Belavade  bk 
Satara,Miryachiwadi 
Satara,Hol 
Satara,Undale 
Satara,Chanchali 
Satara,Barad 
Satara,Vardhangad 
Satara,Nele 
Satara,Mhasoli 
Satara,Pargaon 
Satara,Shitalwadi 
Satara,Tadawale s.koregaon 
Satara,Pal 
Satara,Nalavadewadi 
Satara,Munjwadi 
Satara,PHALATAN 
Satara,Gondavale kh. 
Satara,Bahule 
Satara,Phaltan 
Satara,BADEWADI 
Satara,Tembhu 
Satara,Zarewadi 
Satara,Diskal 
Satara,Rahatani 
Satara,Shendurjane 
Satara,Taradgaon 
Satara,Atake 
Satara,Kumathe 
Satara,Pimpari 
Satara,Chitali 
Satara,Bhose 
Satara,Kanur 
Satara,Kukudwad 
Satara,Lonand 
Satara,Valuth 
Satara,Gursale 
Satara,Karedi t.kudal 
Satara,Nimsod 
Satara,Rautwadi 
Satara,Vajegaon 
Satara,Gogavalewadi (N.V.) 
Satara,Aakhegani 
Satara,Tadavale 
Satara,Kuroli 
Satara,Alagudewadi 
Satara,Kirpe 
Satara,Javale 
Satara,Pawarwadi 
Satara,Takalwade 
Satara,Malewadi 
Satara,Tathavada 
Satara,Nigadi t.Satara 
Satara,Anpatwadi 
Satara,Ambavade 
Sindhudurg,Kasarde 
Solapur,Solapur 
Solapur,Bondale 
Solapur,Hanjagi 
Solapur,Piliv 
Solapur,Pisewadi 
Solapur,Bhend 
Solapur,Nimbargi 
Solapur,Laxminagar  (D.Wadi) 
Solapur,Jeur 
Solapur,Dahigaon 
Solapur,Ropale 
Solapur,Papari 
Solapur,Ropale Kh. 
Solapur,Mardi 
Solapur,Penur 
Solapur,Kondhej 
Solapur,Sarkoli 
Solapur,Devikavathe 
Solapur,Ankalage 
Solapur,Sulewadi 
Solapur,Khardi 
Solapur,Sonke 
Solapur,Shiral Tembhurni 
Solapur,Maroli 
Solapur,Shedshinge 
Solapur,Mundhewadi 
Solapur,Kurbavi 
Solapur,Tavashi 
Solapur,Badalkot 
Solapur,Bhatumbare 
Solapur,Narayan Chincholi 
Solapur,Pirale 
Solapur,Pangri 
Solapur,Wadegaon 
Solapur,Khairao 
Solapur,Umbare 
Solapur,Darfal (Bibi) 
Solapur,Udagi 
Solapur,Mahalung 
Solapur,Madre 
Solapur,Kalkarjal 
Solapur,Khed 
Solapur,Nimgaon (H) 
Solapur,Sayyadwarwade 
Solapur,Shirnadgi 
Solapur,Laul 
Solapur,Akole Kh 
Solapur,Ranzani 
Solapur,Bhamburdi 
Solapur,Shindewadi 
Solapur,Katral 
Solapur,Honsal 
Solapur,Honmurgi 
Solapur,Alage 
Solapur,Patkul 
Solapur,Akole Mandrup 
Solapur,Pangare 
Solapur,Upalai Bk. 
Solapur,Tapkiri Shetphal 
Solapur,Alegaon Kh 
Solapur,Ujani Madha 
Solapur,Sade 
Solapur,Lawang 
Solapur,Lahu 
Solapur,Nimgaon 
Solapur,Takali Tembhurni 
Solapur,Lavangi 
Solapur,Akulgaon 
Solapur,Pangre 
Solapur,Mudhavi 
Solapur,Mandegaon 
Solapur,Mhaisalage 
Solapur,Kondhar Chincholi 
Solapur,Kolegaon 
Solapur,Bavi 
Solapur,Umbare Dahigaon 
Solapur,Karkamb 
Solapur,Chincholi Bhose 
Solapur,Ghanegaon     
Solapur,Natepute 
Solapur,Karmala 
Solapur,Pimpalkhunte 
Solapur,Ekurke 
Solapur,Shirbavi 
Solapur,Nandore 
Solapur,Talewad 
Solapur,Sangewadi 
Solapur,Kandar 
Solapur,Borgaon 
Solapur,Sounde 
Solapur,Tirale 
Solapur,Dadapur 
Solapur,Washimbe 
Solapur,Mitkalwadi 
Solapur,Modnimb 
Solapur,Chinchgaon 
Solapur,Hole Kh. 
Solapur,Jategaon 
Solapur,Mangi 
Solapur,Kurnur 
Solapur,Darphal (Bibi) 
Solapur,Darphal (Gawadi) 
Solapur,Waki Shivane 
Solapur,Chandaj 
Solapur,Barloni 
Solapur,Sawaleshwar 
Solapur,Narotewadi 
Solapur,Shelve 
Solapur,Kurudvadi 
Solapur,Gholasgaon 
Solapur,Save 
Solapur,Mangalvedha 
Solapur,Maindargi (Rural) 
Solapur,Suste 
Solapur,Parite 
Solapur,Hivare 
Solapur,Bhalwani 
Solapur,Khilarwadi 
Solapur,Konheri 
Solapur,Palshi 
Solapur,Jamgaon Bk 
Solapur,Hingani 
Solapur,Chikhalthan 
Solapur,Kurduwadi 
Solapur,Londhewadi 
Solapur,Wirawade Bk 
Solapur,Kalman 
Solapur,Degaon 
Solapur,Upalai Kh. 
Solapur,Bhatambare 
Solapur,Pulujwadi 
Solapur,Korfale 
Solapur,Akole 
Solapur,Uplai Rly Stn 
Solapur,Delwadi 
Solapur,Ghanegaon 
Solapur,Yeshwantnagar 
Solapur,Upalai (Thonge) 
Solapur,Jawalgaon 
Solapur,Goyegaon 
Solapur,Sangdari 
Solapur,Babhulgaon 
Solapur,Wirwade Bk 
Solapur,Tisangi 
Solapur,Shivane 
Solapur,Sogaon 
Solapur,Dharmpuri 
Solapur,Magarwadi 
Solapur,Upale Dhumala 
Solapur,Chare 
Solapur,Wagholi  
Solapur,Umrad 
Solapur,Yeoti 
Solapur,Tembhurni 
Solapur,Khed Bhalawani 
Solapur,Nandur 
Solapur,Yashawantnagar 
Solapur,Dhondewadi 
Solapur,Velapur 
Solapur,Gursale 
Solapur,Karamba 
Solapur,Jaloli 
Solapur,Gunjegaon 
Solapur,Bagalwadi 
Solapur,Vairag 
Solapur,Kolekarwadi 
Solapur,Zaregaon 
Solapur,Badalewadi 
Solapur,Washibe 
Solapur,Kem 
Solapur,(Baxi)Hipparge 
Solapur,Mohol 
Solapur,Dodyal 
Solapur,Dhokbabulgaon 
Solapur,Borale 
Solapur,Mire 
Solapur,Tandulwadi 
Solapur,Sakat 
Solapur,Sangole 
Solapur,Ashti 
Solapur,Akkalkot 
Solapur,Irle 
Solapur,Yawali 
Solapur,Khomnal 
Solapur,Tambole 
Solapur,Kumathe 
Solapur,Gadegaon 
Solapur,Kanher 
Solapur,Puluj 
Solapur,Chikmahud 
Solapur,Shetphal 
Solapur,Pandharewadi 
Solapur,Pimpalner 
Solapur,Shiral 
Solapur,Tambave 
Solapur,Andhalgaon 
Solapur,Tondale 
Solapur,Kewad 
Solapur,Bhilarwadi 
Solapur,Bolkavathe 
Solapur,Kasegaon 
Solapur,Barshi City 
Solapur,Takali (Shikandar) 
Solapur,Paniv 
Solapur,Bhurikavathe 
Solapur,Mahim 
Solapur,Ganeshwadi 
Solapur,Korwali 
Solapur,Shingewadi 
Solapur,Pimpri (Ratanjan) 
Solapur,Wangi 
Solapur,Barhanpur 
Solapur,Surdi 
Solapur,Korawali Tanda 
Solapur,Kalambwadi (P) 
Solapur,Rahatewadi 
Solapur,Balewadi 
Solapur,Bhoyare 
Solapur,Kavhe 
Solapur,Warawade 
Solapur ,Jadhavwadi 
Solapur ,Sakat 
Solapur ,Khardi 
Thane,Usarani 
Thane,Embur Airambi 
Thane,Nadgaon 
Thane,avandhe 
Thane,Gokulgaon (N.V.) 
Thane,Jawhar 
Thane,Saravali 
Thane,Nhave 
Thane,Guhir 
Thane,Narivali 
Thane,Ranshet 
Thane,Khaira 
Thane,Dongar Nhave 
Thane,Kharivali 
Thane,Kelthan 
Thane,Kurze 
Thane,Sasane 
Thane ,Yeranjad  
Wardha,Waigaon 
Wardha,Nagzari 
Wardha,Yerangaon 
Wardha,Deoli 
Wardha,Taroda 
Wardha,Chincholi 
Wardha,Rehaki (Kala) 
Wardha,Ladki 
Wardha,Pimpalgaon 
Wardha,Belgaon 
Wardha,Nachangaon 
Wardha,Pipri 
Wardha,Ekurli 
Wardha,Wardha 
Wardha,Sawli (Wagh) 
Wardha,Kanchangaon 
Wardha,Takarkheda 
Wardha,Waifad 
Wardha,Dhanoli (Gawande) 
Wardha,Girad 
Wardha,Arvi 
Wardha,Sindi 
Wardha,tamkikopra 
Wardha,Deoli (Rural) 
Wardha,Hiwara 
Wardha,Rasulabad 
Wardha,Sarkaspur 
Wardha,Arambha 
Wardha,Ashti 
Wardha,Khubgaon 
Wardha,Seloo 
Wardha,Takli 
Wardha,Deurwada 
Wardha,Jalgaon 
Wardha,Pavnar 
Wardha,Talegaon Shyamji Pant 
Wardha,Talodi 
Wardha,Isapur 
Wardha,Khapri 
Wardha,Borgaon Nighe 
Wardha,Fukta 
Wardha,Nijampur 
Wardha,Seldoh 
Wardha,Junona 
Wardha,Pulgaon 
Wardha,Bhidi 
Wardha,Digras 
Wardha,Parda 
Wardha,Allipur 
Wardha,Ghorad 
Wardha,Sindi(Railway) 
Wardha,Jungad 
Washim,Mangrulpir 
Washim,Pedgaon 
Washim,Warla 
Washim,Karanja 
Washim,Morgavham 
Washim,Chichamba Pen 
Washim,Ekalaspur 
Washim,Zodaga 
Washim,Mohari 
Washim,Netansa 
Washim,Pangarkhed 
Washim,Sukali 
Washim,Palodi 
Washim,Keshavnagar (N.V.) 
Washim,Asegaon Pen 
Washim,Waroli 
Washim,Arak 
Washim,Kothari 
Washim,Pedgaon  
Washim,Netanasa 
Washim,Wanoja 
Washim,Warud Kh. 
Washim,Kajaleshwar 
Washim,Abhaikheda 
Washim,Mungala 
Washim,Pimpalkhuta 
Washim,Kakadshivni 
Washim,Kotha 
Washim,Haral 
Washim,Jotibanagar 
Washim,Shelgaon Rajgure 
Washim,Sakhardoh 
Washim,Somthana 
Washim,Nandhana 
Washim,Meha 
Washim,Yevta 
Washim,Mandwa 
Washim,Borwha bk. 
Washim,Yedshi 
Washim,Dhanora bk. 
Yavatmal,Pardi 
Yavatmal,Yavatmal 
Yavatmal,Pimpalgaon 
Yavatmal,Bhojala 
Yavatmal,Nehrunagar 
Yavatmal,konzari 
Yavatmal,Wai 
Yavatmal,Nagthana 
Yavatmal,Gajipur 
Yavatmal,Kurha 
Yavatmal,Ghonsi 
Yavatmal,Sakhara 
Yavatmal,Shelu Kh 
Yavatmal,Sawana 
Yavatmal,Godani 
Yavatmal,Umartha 
Yavatmal,Kegaon 
Yavatmal,Mardi 
Yavatmal,Chopan 
Yavatmal,Gahuli 
Yavatmal,Mangi 
Yavatmal,Amanpur 
Yavatmal,Jamb Bajar 
Yavatmal,Belona 
Yavatmal,Lakhkhind 
Yavatmal,Sendur Sani 
Yavatmal,Chikhalgaon 
Yavatmal,Londari 
Yavatmal,Takali 
Yavatmal,Hardada 
Yavatmal,Ambali 
Yavatmal,Kurha (dhumani) 
Yavatmal,Mahagaon 
Yavatmal,Bansi 
Yavatmal,Deosari 
Yavatmal,Badad 
Yavatmal,Dhanki 
Yavatmal,Marwadi 
Yavatmal,Suknegaon 
Yavatmal,Lalguda 
Yavatmal,Sukali (Jahagir ) 
Yavatmal,Shembal Pimpri 
Yavatmal,Pophali 
Yavatmal,Weni Bk. 
Yavatmal,Kalgaon 
Yavatmal,Wadad 
Yavatmal,Wagad Kh 
Yavatmal,Wani 
Yavatmal,Zola 
Yavatmal,Parwa 
Yavatmal,Warud 
Yavatmal,Net 
Yavatmal,Pathrad (Devi) 
Yavatmal,Warzadi 
Yavatmal,Dongargaon 
Yavatmal,Kona 
Yavatmal,Kali (Tembhi) 
Yavatmal,Tembhurdara 
Yavatmal,Nandepera 
Yavatmal,Lakh Rayachi (R) 
Yavatmal,Akoli 
Yavatmal,Waghnath (New) 
Yavatmal,Akoli Kh 
Yavatmal,Digras 
Yavatmal,Ghonsa 
Yavatmal,Januna 
Yavatmal,Pimpri Diwat 
Yavatmal,Kohala 
Yavatmal,Palashi 
Yavatmal,Kopara (BK) 
Yavatmal,Mhais Dodaka 
Yavatmal,Murdhoni 
Yavatmal,Darwha 
Yavatmal,Wakad Kh 
Yavatmal,Chichghat 
Yavatmal,Bori (Ijara) 
Yavatmal,Tiwasa 
Yavatmal,Shelu Bk 
Yavatmal,Sevadasnagar 
Yavatmal,Shiwani 
Yavatmal,Marsul Tanda 
Yavatmal,Pandharkawda 
Yavatmal,Sawangi 
Yavatmal,Amboda 
Yavatmal,Narali 
Yavatmal,Ningnur Gahagir 
Yavatmal,Kanha 
Yavatmal,Kopara 
Yavatmal,Sawla 
Yavatmal,Jawala 
Yavatmal,Karegaon Yawali 
Yavatmal,Lohara 
Yavatmal,Gawara 
Yavatmal,Wegaon 
Yavatmal,Vidul 
Yavatmal,Maregaon 
Yavatmal,Umarkhed 
Yavatmal,Gunj 
Yavatmal,Dehani 
Yavatmal,Palshi 
Yavatmal,Ganeshpur 
Yavatmal,Chikhali 
Yavatmal,Rani Dhanora 
Yavatmal,Pusad 
Yavatmal,Shirpulli 
Yavatmal,Gopalpur 
Yavatmal,Karanwadi 
Yavatmal,Padha 
Yavatmal,Pahapal 
Yavatmal,Yevti 
Yavatmal,Rasa 
Yavatmal,Dighori 
Yavatmal,Sawali (Sa) 
Yavatmal,Yeranda 
Yavatmal,kawatha 
Yavatmal,Warodi 
Yavatmal,Kolgaon 
Yavatmal,sevadasnagar 
